01/01/2017,"Brilliant, so brilliant, well done although it's amazing it only takes seconds to get out of the countryside and into the city. Everyone acted amazingly and congrats to the sisters, well done and what a brilliant end to them. I don't reckon I will miss them though",13303146,EastEnders,2,58,6
01/01/2017,"Two people falling in a swimming pool and dying, I I don't think so",16776819,EastEnders,1,68,4
01/01/2017,Depressing,15191554,EastEnders,1,73,7
01/01/2017,Unexpected end to the Mitchell sisters. At least they cannot be resurrected again!,13252663,EastEnders,2,67,10
01/01/2017,Good handling of lee's story. The drowning seemed a little far fetched but it was good viewing and the film style seemed fresh and more cinematic,15613869,EastEnders,2,48,10
01/01/2017,Best episode in months,13424705,EastEnders,2,54,7
01/01/2017,"gone off this a bit, used to be a favourite but just not believable any more",13019351,EastEnders,2,58,7
01/01/2017,Awful storyline,13344539,EastEnders,2,28,4
01/01/2017,Good,15493782,EastEnders,2,55,9
01/01/2017,glad the mitchell sisters are gone. enjoying the lee carter story as it is very well written and acted superbly.,14110149,EastEnders,2,32,7
01/01/2017,"Good episode, though a tad disappointed by the writers demise of Ronnie and Roxy, a bit weird.",2795129,EastEnders,1,44,7
01/01/2017,very dramatic...are they both really dead? or is someone going to save Ronnie at the last minute???,2686213,EastEnders,1,60,9
01/01/2017,Wow - what a finish!! Certainly didn't expect both sisters to die. Such a shame that Eastenders has so much sadness and tragedy though.,14309945,EastEnders,2,58,9
01/01/2017,Don't look back in Ongar I heard you say,15465519,EastEnders,1,60,7
01/01/2017,"The death scenes were very 'grim'- although the camerawork was good, I had trouble believing the sisters' super-close relationship. The episodes were spoilt by the actor who plays Lee- he really spoilt it for me.",16516662,EastEnders,2,40,7
01/01/2017,Storyline was hard to believe,16773159,EastEnders,1,64,7
01/01/2017,pity they didn't show how Roxy became unconscious before she drowned,10719602,EastEnders,2,66,10
01/01/2017,good acting,1705807,EastEnders,1,30,8
01/01/2017,"it was more like a bad pantomime, the story ;line had already been all over the internet for weeks. the ending was absolutely ridiculous. whatever was the script writer thinking. a total insult to peoples intelligence. i will be voting with the off button from now on .this is why i personally found it offensive",16746025,EastEnders,2,65,1
01/01/2017,What an explosive ending!! Never saw that coming. This episode alone should push the ratings up even further. Loved it. Still can't believe what I watched.,14374152,EastEnders,2,78,10
01/01/2017,Quite good for a change,13658303,EastEnders,2,73,9
01/01/2017,A touching end to the sisters,13329391,EastEnders,2,57,9
01/01/2017,Brilliant. Didn't see the ending coming,15443587,EastEnders,2,44,10
01/01/2017,Too much... really both dying in the pool? pathetic,10645481,EastEnders,2,49,3
01/01/2017,"The pool episode was rather unbelievable, and depressing.",2628806,EastEnders,2,88,9
01/01/2017,Ronnie's attire gave an atmosphere superbly reminiscent of the sadness and ghostliness of Dicken's Miss Havisham. The reaction to Lee Carter from his father extremely well acted.,13340580,EastEnders,2,54,9
01/01/2017,It was well written.. the characters were given a fitting end I'm my opinion,16129112,EastEnders,2,54,9
01/01/2017,I really didn't expect the ending as I haven't read/heard any spoilers.,1278008,EastEnders,2,70,6
01/01/2017,sad,14197412,EastEnders,1,67,8
01/01/2017,Good,14331828,EastEnders,2,30,7
01/01/2017,Dreadful. Haven't seen it for a while and it hasn't got any more probable or interesting.,16757301,EastEnders,1,46,4
01/01/2017,Very poor stuff,1658177,EastEnders,1,72,2
01/01/2017,really shocking finale,13284412,EastEnders,2,59,8
01/01/2017,very dramatic programme.,14088224,EastEnders,2,70,9
01/01/2017,A full programme with a disturbing end.,13513069,EastEnders,1,56,10
01/01/2017,I thought the ending with Roxy and Ronnies exit was a bit too dramatic sucide story dealt with well and sensitive,14730823,EastEnders,2,57,4
01/01/2017,Tragic storyline,15336423,EastEnders,2,34,7
01/01/2017,Very exciting programme and well acted.,10652727,EastEnders,1,66,9
01/01/2017,it was a interesting episode with the wedding,15385899,EastEnders,2,52,9
01/01/2017,"I think the deaths were awfully done, they were great characters but the way it was portrayed was pretty poor",16010802,EastEnders,2,33,6
01/01/2017,So depressing!,16357234,EastEnders,2,33,4
01/01/2017,Fed up with whinging Lee. Roxy and Ronnie's deaths rather unbelievable,15049043,EastEnders,2,65,7
01/01/2017,Great episode tonight. The camera work was the best I'd ever seen on Eastenders and I really enjoyed it.,15043040,EastEnders,2,51,10
01/01/2017,So so depressing for New Year,591185,EastEnders,2,63,6
01/01/2017,What a shocking end for the sisters but they had to go together .Very sad,13063992,EastEnders,2,78,10
01/01/2017,It certainly moved up a notch tonight - excellent acting by Lee and such a sad end for the Mitchell sisters,13661607,EastEnders,2,62,10
01/01/2017,"I know eastenders have some dark storylines, but this one takes the biscuit!",15306566,EastEnders,1,54,9
01/01/2017,Disappointing ending though the 'Thelma and Louise' trailer gave a hint that something 'final' would happen.,2676594,EastEnders,2,64,9
01/01/2017,Pathetic. A new low for the programme. Time for new script writers.,2655560,EastEnders,1,56,2
01/01/2017,"Wow, wasn't expecting that, what a festive season it's been in the Square, not ging to be many Mitchells left at this rate. Emotional but exciting, great episode.",13012451,EastEnders,1,59,9
01/01/2017,"Hooray, they're gone!",15364079,EastEnders,2,65,7
01/01/2017,What a load of rubbish!,13230454,EastEnders,2,63,7
01/01/2017,"I thought the ending was totally unexpected, I didn't see it coming! Although it was a bit unbelievable, it was still quite sad and I now want to watch the next episode to find out what the repercussions are.",14257666,EastEnders,2,56,9
01/01/2017,"I am thinking of giving up watching eastenders , nothing but doom and gloom , we get enough of this in our daily life , We do need a bit of cheer at this time of year .DISAPOINTED",15038308,EastEnders,2,63,3
01/01/2017,"This soap should be renamed ""Forever Mournful"". Once again a wedding that has gone wrong and cannot understand why all the soaps do this. At least two boring characters have been acted out although I thought too much was made of the drowning scene and I didn't like it at all. They should have gone to Ongar and then that be the end of them.",13009414,EastEnders,2,79,5
01/01/2017,I didn't see that coming although it was time they left. Their characters were tired and had exhausted all reasonable possibilities.,656417,EastEnders,2,50,4
01/01/2017,At last Lees bit is nearly finished. Not sure how the show is going to replace the two girls will need a bit filler.,14623286,EastEnders,1,68,10
01/01/2017,BRILLIANT DRAMATIC SCENES!!!!,14288656,EastEnders,1,48,10
01/01/2017,Too long and too many separate stories,15457024,EastEnders,1,78,4
01/01/2017,slightly odd with both girls ending in the pool,2676679,EastEnders,2,44,7
01/01/2017,sorry to see them both go,13792239,EastEnders,2,59,10
01/01/2017,what a shock ending,14112353,EastEnders,2,61,8
01/01/2017,Quite a shocker never expected that ending,10707274,EastEnders,2,49,10
01/01/2017,Really good but can't believe Ronnie and Roxy are dead!,14972555,EastEnders,2,48,10
01/01/2017,"the story line is getting boring and a bit far fetched, why can't we gave an ordinary happy event on this programme",16774212,EastEnders,1,65,6
01/01/2017,DRAMATIC STORYLINE NOT WHAT I SAW COMING,15365397,EastEnders,1,58,8
01/01/2017,something unpredictable for a change,14473721,EastEnders,2,85,9
01/01/2017,I was a bit shocked/surprised by the ending.,16242726,EastEnders,2,42,9
01/01/2017,"Filming of the wedding reception was fantastic as was the storyline with the death of Ronnie and Roxy. The episode felt different from the ""ususal"" Eastenders and whoever was responsible for the script, direction and style of filming deserves a huge pat on the back!",16623263,EastEnders,2,45,10
01/01/2017,The acting and storyline with Lee is amazingly good at the moment - especially for this time of year. Also sorry to see both Roxie and Ronnie killed off. I knew Roxie was leaving for good but didn't realise Samantha Womack was leaving too. Shame.,610741,EastEnders,1,63,10
01/01/2017,what a completely stupid way to kill them off,1200467,EastEnders,2,58,4
01/01/2017,good,2716117,EastEnders,2,52,9
01/01/2017,Rubbish,612300,EastEnders,2,73,4
01/01/2017,Informed about the days events both home and abroad.,16792830,EastEnders,2,30,6
01/01/2017,good storyline,920989,EastEnders,2,79,9
01/01/2017,Dragged on too long,1257378,EastEnders,2,39,6
01/01/2017,Great acting,1075256,EastEnders,2,70,8
01/01/2017,"absolutely dreadful,what a horrible way to end a programme,why is it so hard for the writers of eastenders to write HAPPY ENDINGS ? such a horrid show, such a shame",15539483,EastEnders,2,48,1
01/01/2017,Shocking,14768337,EastEnders,2,30,8
01/01/2017,Ooohhh!,13805123,EastEnders,2,48,8
01/01/2017,"What are the writers doing - not seen as much silly tosh for a very long time - references to films fairy tales and the most ridiculous ending EVER - in answer to the next question my intelligence was grossly offended, where was the big bad wolf - oh I forgot Max",14404237,EastEnders,2,74,2
01/01/2017,Goodbye! They could do that with the rest of the cast!,14210402,EastEnders,2,58,1
01/01/2017,GOOD BIT OF UNDERWATER FILMING AND NICE TO SEE THE PARTY SCENES BUT REALLY BOTH DROWN TOGETHER NOT SURE IT WAS THAT IMAGINATIVE,14291460,EastEnders,2,53,7
01/01/2017,Totally ridiculous ending story for Ronnie and Roxie. Way too dramatic and over-egged. At least we don't have to put up with any more far-fetched sister act storylines.,1706074,EastEnders,2,54,7
01/01/2017,max branning welcome back!,1610859,EastEnders,2,24,9
01/01/2017,That's the end of foxy and Ronnie maybe it won't be as dull now,14176174,EastEnders,2,70,8
01/01/2017,"What an ending , sorry to see the girls go but hey , new blood might roost ratings a little",14617038,EastEnders,1,69,10
01/01/2017,no one no way they killed them two ladys off best part of then show,14468573,EastEnders,1,42,10
01/01/2017,Stupid the 2 drownings,14335055,EastEnders,2,51,7
01/01/2017,Rubbish death scene did not make sense could not clearly them in the water disappointed,13983809,EastEnders,2,69,1
01/01/2017,Usual depressing rubbish with possibly the most improbable plot twist ever,16203844,EastEnders,1,60,9
01/01/2017,Thought it was a bit boring and a stupid way for Roxy and Ronnie to die,2800589,EastEnders,2,59,7
01/01/2017,WOW what an ending!,587251,EastEnders,2,60,10
01/01/2017,This was an outstanding episode with a dramatic unexpected ending.,14151389,EastEnders,1,52,9
01/01/2017,"Absolutely terrible ending for Roxy and Ronnie, very poor sack the scrip writer. We know Roxy could have died from taking drugs but she didn't take them did she as Max came to see her, and Ronnie probably got caught up in her dress, but considering the time they've been in there could have given them a good ending a real let down.",2580338,EastEnders,2,70,1
01/01/2017,disappointing ending for the pair,586841,EastEnders,1,73,7
01/01/2017,I was surprised that both Mitchell sisters were totalled,16349847,EastEnders,2,30,9
01/01/2017,really poor and over dramatic story lines that are totally unrealistic,13202802,EastEnders,1,65,1
01/01/2017,Over dramatic,16625973,EastEnders,2,44,4
01/01/2017,"brilliant episode. enjoyed it, but what an ending.",14314684,EastEnders,2,48,10
01/01/2017,"Awful, ridiculous episode. Completely unbelievable, pointless, boring deaths for 2 main characters. Very dull considering it had so much build up",16723129,EastEnders,2,25,2
01/01/2017,"Saw the last 10 mins, to see what all the fuss was about.",2781389,EastEnders,2,33,3
01/01/2017,The camera work and editing were top notch in filming these scenes. Never seen anything like it on a soap.,14509722,EastEnders,2,34,10
01/01/2017,awful,2621718,EastEnders,2,70,1
01/01/2017,a bit OTT,15358986,EastEnders,1,84,8
01/01/2017,"not a good way for Ronnie and Roxy to go, why did they have to go anyway !!!!???",13190728,EastEnders,2,69,10
01/01/2017,bring back the humour,2795084,EastEnders,2,52,5
01/01/2017,Very sad storyline,13919844,EastEnders,2,51,8
01/01/2017,good storyline for the demise of the mitchell sisters,1096984,EastEnders,2,72,6
01/01/2017,gripping,16568360,EastEnders,1,42,10
01/01/2017,Well written and acted,14116562,EastEnders,2,62,10
01/01/2017,"sadto see ronnie and roxy go, not sure if i liked their ending",814517,EastEnders,2,27,9
01/01/2017,a bit disappointing.,13106933,EastEnders,2,65,9
01/01/2017,"Visually stunning looking episode loved the dancing at wedding, Ronnie and Roxies death and little reminders of the Mitchell sisters past 10 years",16515307,EastEnders,2,50,9
01/01/2017,tragic ending = did not expect that,13190138,EastEnders,2,66,10
01/01/2017,Highly predictable - story spun out to make it last an hour. Crap,16544580,EastEnders,1,59,5
01/01/2017,"too depressing for xmas, want some fun",13982427,EastEnders,2,54,8
01/01/2017,Heartbreaking. Think it was a HUGE mistake. No coming back from the dead after this!,1363752,EastEnders,1,48,8
01/01/2017,"At last they're gone! They've had ridiculous story lines from the very start. Still annoyed by the Phil transplant storyline. So inaccurate, and distressing to people that have encountered this for real.",14151973,EastEnders,2,64,8
01/01/2017,"Well, they managed to keep that quiet! Didn't see the ending coming at all. Disappointed at the unsupportive reaction to Lee's problems by his father",14769268,EastEnders,2,57,8
01/01/2017,The best episode I think I have ever watched,10768437,EastEnders,2,75,10
01/01/2017,"Ronny & Roxy, something was bound to happen to one or both of them. Would they run away? no. Would they fall off the roof? no. They drown together in the hotel pool. Well written with Jack narrating the Cinderella story. Lee and Mick having their own drama while it all happens. Wow!",14391667,EastEnders,1,56,10
01/01/2017,too much hype told us the ending,13617000,EastEnders,2,60,9
01/01/2017,It goes too far in to its own world,10804687,EastEnders,1,53,7
01/01/2017,love soap operas,10816838,EastEnders,2,70,7
01/01/2017,A load of old tosh,16556175,EastEnders,2,53,1
01/01/2017,Talk about going out with a splash. Clear that something was amiss when the alternative ending was announced. But why have one. It's not going to change anything. And what was that obscure source. Never heard of it. At least there won't be the whining 'she's/your my sister' phrase.,13529644,EastEnders,1,72,8
01/01/2017,I thought the story line of Ronnie and roxy's death would of been a bit more dramatic,16764177,EastEnders,2,42,9
01/01/2017,pathetic and a stupid idea to have an alternative ending,2541441,EastEnders,2,65,5
01/01/2017,"Another load of rubbish from ears tenders. A very poor programme with a very bad storyline, badly acted.",10645558,EastEnders,1,61,1
01/01/2017,An hour long programme is good every so often especially when it has the ending it did.,13918713,EastEnders,2,51,5
01/01/2017,Silly storyline and rubbish conclusion for characters Ronnie and Roxy,14466348,EastEnders,2,50,5
01/01/2017,The new writer/ directors style SUCKS,14379015,EastEnders,1,45,10
01/01/2017,it was good to see that some of the old characters are leaving - perhaps it will make way for some more light hearted ones to arrive!!!!,1054337,EastEnders,1,74,4
01/01/2017,very good best one,15123190,EastEnders,2,36,10
01/01/2017,Thought it was a dreadful ending that was totally wrong and shouldn't have happened.,15982724,EastEnders,2,56,7
01/01/2017,Good,1133729,EastEnders,2,70,7
01/01/2017,"I like it, however it drags out storylines past being enjoyable anymore",16732460,EastEnders,2,31,10
01/01/2017,Ok,13318780,EastEnders,2,59,8
01/01/2017,very well acted & very good episode,1070959,EastEnders,2,46,10
01/01/2017,Slightly better episode but was it worth waiting for,16617648,EastEnders,1,60,9
01/01/2017,Why didn't the hotel have the swimming pool locked as no lifeguards about.,1434807,EastEnders,2,69,7
01/01/2017,Why oh why can't a soap have a happy wedding is it too much to ask why they couldn't just move away as planned why kill the sisters off. As for lee I know mental illness is very real but this really has gone on for far too long .why not have a happy ending for once as for Whitney let her take some of the blame want want all the time obnoxious person,10797998,EastEnders,2,55,1
01/01/2017,so bad i have to watch it!,1382583,EastEnders,1,62,2
01/01/2017,Not an episode I like,14884312,EastEnders,2,58,7
01/01/2017,decent storyline for the episode,16777320,EastEnders,2,20,8
01/01/2017,"Very dramatic and a bit over the top, why do soap operas always have a climax over Christmas and the new year. Why didn't they just let those two characters Roxy and Ronnie just move away without any fuss rather than kill them off in a dramatic fashion.",14616799,EastEnders,2,53,8
01/01/2017,a bit sad in the end,13330000,EastEnders,1,51,7
01/01/2017,Too far fetched for words. presumably the sisters will come back from the dead soon?,15020581,EastEnders,1,60,3
01/01/2017,So sad that Ronnie and Roxy were written out of the programme by the tragedy,14956988,EastEnders,2,62,8
01/01/2017,"Even though it was beautifully artistically shot, the death scene was depressing.",1335589,EastEnders,2,53,9
01/01/2017,Strong scenes,16769700,EastEnders,2,36,10
01/01/2017,I felt so emotional watching EastEnders last night.,15013850,EastEnders,2,44,6
01/01/2017,Wow Ronnie and Roxy sure went out with a bang!,10675966,EastEnders,2,39,9
01/01/2017,Very depressing to watch,2508745,EastEnders,1,49,6
01/01/2017,max,13764498,EastEnders,2,59,9
01/01/2017,Liked the way Eastenders filmed the tribute to Ronnie & Roxy mirroring their first appearances - such a shame they've gone!,14848298,EastEnders,2,48,7
01/01/2017,Rubbish story line and acting,14184684,EastEnders,2,63,2
01/01/2017,bizarre,1468325,EastEnders,2,47,7
01/01/2017,bottled it - should have killed off phil mitchell,592745,EastEnders,1,67,3
01/01/2017,very strong and dramatic ending,16798022,EastEnders,2,40,8
01/01/2017,It was a bit lame at the end.,10813987,EastEnders,2,67,8
01/01/2017,quite enjoyable,612913,EastEnders,1,60,7
01/01/2017,Good,13578799,EastEnders,2,56,9
01/01/2017,WOW - what a great episode - fitting end for Ronnie & Roxy - well done Eastenders,2776666,EastEnders,2,49,10
01/01/2017,it was very strange,13906426,EastEnders,2,51,7
01/01/2017,aww so sad it made me cry,14088181,EastEnders,2,51,10
01/01/2017,Drastic end for Ronnie and Roxy!,1565314,EastEnders,2,65,8
01/01/2017,shocking end to Roxy and Ronnie - I was not expecting this ending,13792623,EastEnders,2,66,4
01/01/2017,Beautifully filmed especially the swimming pool scenes,950573,EastEnders,2,46,9
01/01/2017,dramatic but so detached from reality. Who in a soap would ever get married? Someone alwasy dies,13897457,EastEnders,1,59,6
01/01/2017,Shocked! Was not expecting that!,14120822,EastEnders,2,78,10
01/01/2017,blimey - this was a bit strong for 8 oclock - didn't think it would be on - so both the Mitchel girls are dead - what a shock,2644079,EastEnders,2,64,7
01/01/2017,rubbish storylines,14298626,EastEnders,2,57,2
01/01/2017,good,16802219,EastEnders,2,37,9
01/01/2017,the roxy/ronny story could have finished better,13782426,EastEnders,1,47,9
01/01/2017,Very good. Much better than previous episodes,16775146,EastEnders,2,25,10
01/01/2017,"Why did they have to kill Ronnie and Roxy off, spoiling a lovely wedding and our New Year's Day? Surely they could have found a happier way for them to leave EastEnders, so at least they could come back at some time in the future?",14088252,EastEnders,2,73,9
01/01/2017,Brilliant ending,1180376,EastEnders,2,33,10
01/01/2017,A Very Sad ending for Ronnie & Roxy Maybe a huge producing mistake killing off these characters only time will tell,2512731,EastEnders,2,48,10
01/01/2017,Great ending if tragic & fabulous memories of the sisters!,14914069,EastEnders,1,56,10
01/01/2017,"A shocker but rather well done by EastEnders standards, it held my attention throughout, and although I was prepared for an almighty bust-up a double-death was a real bonus and quite tastefully done. Lee's revelations of his part in the robbery wer pretty unpleasant to watch, he's such an invertebrate.",2781437,EastEnders,2,74,7
01/01/2017,long and drwan out trying to get an atmosphere but unfortunately the script was awful,866765,EastEnders,2,66,6
01/01/2017,edge of the seat drama,15351366,EastEnders,2,41,8
01/01/2017,totally unbelievable story and an absolutely even more unbelievable ending it was in my opinion even more ridiculous than it has ever been,657999,EastEnders,2,77,1
01/01/2017,Liked the storyline,14238089,EastEnders,2,24,8
01/01/2017,THe Cinderella analogy was interesting,1141822,EastEnders,2,61,8
01/01/2017,Memorable for all the wrong reasons. When will the writers give us some decent story lines with some decent characters. The Thelma and Louise of Walford - Really? Just awful!,2797774,EastEnders,2,64,6
01/01/2017,And a Happy New Year to you too!,1192354,EastEnders,1,49,10
01/01/2017,very sad,10690174,EastEnders,2,63,10
01/01/2017,last nights ending was unexpected.but well acted,15062717,EastEnders,2,57,10
01/01/2017,Shocked they killed two beloved characters off.,16798508,EastEnders,2,34,10
01/01/2017,A memorable ending to a excellent story of the Mitchell Sisters. Will miss Ronnie and Roxy very much.,16011106,EastEnders,1,46,10
01/01/2017,BORING BORING BORING.,630477,EastEnders,1,65,1
01/01/2017,"What an original death scene, well done",14335718,EastEnders,2,44,8
01/01/2017,Always doom and gloom at Xmas it was anticipated,2530819,EastEnders,2,49,6
01/01/2017,The only good thing about it was that at last we've got rid of the boring sister act.,14819044,EastEnders,1,51,5
01/01/2017,It was good. Ronnie and Roxy's exits were fitting for their characters.,16007683,EastEnders,2,24,9
01/01/2017,Very sad ending,16281887,EastEnders,1,49,10
01/01/2017,Doom and gloom for 2017,15106607,EastEnders,1,52,7
01/01/2017,The story on Lee Carter is very good but I feel that the actor is not up to the job of conveying it the drowning of the sisters was well done but slightly over done.,16642623,EastEnders,1,63,8
01/01/2017,"a full hour of pure depression,nothing nearly happy or funny.after watching this show i wanted to kill myself.",13225743,EastEnders,1,57,2
01/01/2017,Disappointing way to end two characters lives. After so much hype I expected a much more explosive storyline.,16749803,EastEnders,2,34,9
01/01/2017,A real shock to-night,16513377,EastEnders,1,67,10
01/01/2017,it was heartbreaking to see the reactions to Ronnie and Roxy's death,16576765,EastEnders,2,27,10
01/01/2017,Very good but sad,15002400,EastEnders,2,47,9
01/01/2017,"What a spooky ending, so well directed and shot.",1097138,EastEnders,1,63,10
01/01/2017,"Wow, I didnt see that coming. Had assumed that the catastrophic event referred to either Phil or Dot. If I was Jack I would be questioning why the hotel did not have CCTV in the swimming pool area or, at the very least, the door was not locked. Would have liked to access the Snapchat alternative ending but dont have this facility. My heart went out to Jack on the poignancy of the shot of him asleep on the bed with Amy and Ricky, now he will have three children to bring up on his own. This is all assuming that both Ronnie and Roxy have drowned! Are we about to have 'musical chairs' with residents moving around the square following the drowning? The best way for Lee and the Carters to move forward is for him and Whitney to move back home, and I hope that the Samaritans get a well deserved plug in the coming weeks. It also raises many questions as to the lack of 'follow up' on soldiers once they leave the army.",13900317,EastEnders,2,57,9
01/01/2017,"Who were the dozens of the people at the wedding supposed to be? I don't think you could book a wedding like that in the time they did, which made it all the more unrealistic.",10659918,EastEnders,2,69,7
01/01/2017,the drowning scene was not appropriate for a programme on so early,13119070,EastEnders,2,51,5
01/01/2017,a horrible way to die but a great episode,13657882,EastEnders,2,37,10
01/01/2017,excellent,15437750,EastEnders,2,51,7
01/01/2017,"Fantastic episode, well researched because drugs can remain in the system for 36 hours and Roxy drowning was spot on. Beautifully written, tightly directed and not a hint of the shocking ending. This was definitely worthy of an award and well done to the new director for putting the oomph back into a show that was becoming more and more mundane. Now if we also have humour, then each episode would be daily :must see"".",14188051,EastEnders,2,58,10
01/01/2017,Bad viewing,628854,EastEnders,1,63,3
01/01/2017,very sad to see Ronnie & Roxy go,13919892,EastEnders,2,44,10
01/01/2017,Really good story line,16062197,EastEnders,2,32,9
01/01/2017,what a change from their normal dull locations and story lines. well done,1706399,EastEnders,1,79,10
01/01/2017,absolutely brilliant shot amazingly. very poignant,15049965,EastEnders,2,22,10
01/01/2017,More deaths to prolong the depression.,630035,EastEnders,1,73,3
01/01/2017,I just think that Eastenders has gone downhill in general for the last couple of months. Good characters written out rather than having good storylines written for them. Nice to see Max back.,16183768,EastEnders,2,61,6
01/01/2017,Quite sad,14183446,EastEnders,2,78,9
01/01/2017,Loved it,13753173,EastEnders,2,40,8
01/01/2017,good,16174376,EastEnders,1,56,9
01/01/2017,Rather a ridiculous ending for the Mitchell sisters,15095892,EastEnders,1,67,4
01/01/2017,Hope that's the last we see of the Mitchell girls.,2776661,EastEnders,2,65,5
01/01/2017,Pointless storyline. It didn't make sense to write 2 main characters out of the show in the way they did. Very dissatisfied.,15254638,EastEnders,2,41,6
01/01/2017,I did not expect two potential deaths it was a shock!!!!!!!,628356,EastEnders,1,41,10
01/01/2017,Stupid ending,14612007,EastEnders,1,48,8
01/01/2017,It was very sad.,16198226,EastEnders,1,53,10
01/01/2017,Why on earth did they do a different ending on Snapchat when it was impossible to find it and discover what it was bloody stupid!!!!,14298663,EastEnders,2,66,8
01/01/2017,It was well done but a bad move in my opinion to kill off two of the strongest characters with one blow,15134975,EastEnders,2,65,9
01/01/2017,very predicable,13242732,EastEnders,2,71,6
01/01/2017,why did they have to kill them both off,13495663,EastEnders,2,68,3
01/01/2017,"Sad to see Ronnie & Roxy's end.They will be together now.Knew they were leaving,but thought they will be back in the future.Poor kids without there mums",14953876,EastEnders,2,65,4
01/01/2017,at last those irritating sisters have gone!!,593448,EastEnders,1,62,7
01/01/2017,"Fantastic episode, great filming, great acting. The lead up to Roxy and Ronnie dying was fantastic and quite eerie",16629094,EastEnders,2,49,10
01/01/2017,It was good,14202952,EastEnders,2,47,10
01/01/2017,"wow that ending, I knew they were leaving but what a sad ending and so different for Eastenders, but great viewing",14245807,EastEnders,2,65,10
01/01/2017,I liked the acting of ronnie and roxy. It showed the true love of sisters but i didnt like the storyline for their last scene. It was an anti climax for me. I thought i would be emotional because they were two of my favourite characters but my eyes were dry.,914236,EastEnders,2,46,8
01/01/2017,Don't usually watch it but kept the channel on. Very unexpected ending to the programme. Quite upsetting really.,2720971,EastEnders,2,60,10
